SpanID;ParentID;StartTimeUnixNano;EndTimeUnixNano;Duration;Log
20600694f99b182e;02a432d3873bc41a;1675078742861246837;1675078742886250837;25004;"{""log"":""19:39:02.878 INFO  e.s.ExecuteServiceImpl#151 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: 20600694f99b182e [Execute Service][Execute Order] Executing....\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.878623783Z""}"
20600694f99b182e;02a432d3873bc41a;1675078742861246837;1675078742886250837;25004;"{""log"":""19:39:02.870 INFO  e.s.ExecuteServiceImpl#178 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: 20600694f99b182e [getOrderByIdFromOrderOther][Execute Service, Get Order]\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.870897716Z""}"
20600694f99b182e;02a432d3873bc41a;1675078742861246837;1675078742886250837;25004;"{""log"":""19:39:02.862 INFO  e.s.ExecuteServiceImpl#164 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: 20600694f99b182e [Execute Service][Get Order] Getting....\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.862661149Z""}"
20600694f99b182e;02a432d3873bc41a;1675078742861246837;1675078742886250837;25004;"{""log"":""19:39:02.862 INFO  e.c.ExecuteControlller#41 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: 20600694f99b182e [collectTicket][Collect][Id: afd3ace1-75bd-42bb-b899-49b7fc57554a]\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.862528231Z""}"
30f86be2d83461ec;f5b975b070f3c61d;1675078742865489795;1675078742869263695;3773;"{""log"":""19:39:02.869 WARN  o.s.OrderServiceImpl#361 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: 30f86be2d83461ec [getOrderById][Get Order By ID Fail][Order not found][OrderId: afd3ace1-75bd-42bb-b899-49b7fc57554a]\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.86942091Z""}"
30f86be2d83461ec;f5b975b070f3c61d;1675078742865489795;1675078742869263695;3773;"{""log"":""19:39:02.865 INFO  o.c.OrderController#100 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: 30f86be2d83461ec [getOrderById][Get Order By Id][OrderId: afd3ace1-75bd-42bb-b899-49b7fc57554a]\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.866319512Z""}"
5c4eea48ad875cf2;51200381883b2514;1675078742873729078;1675078742877509079;3780;"{""log"":""19:39:02.877 INFO  o.s.OrderOtherServiceImpl#384 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: 5c4eea48ad875cf2 [getOrderById][Get Order By ID Success][OrderId: afd3ace1-75bd-42bb-b899-49b7fc57554a]\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.877584134Z""}"
5c4eea48ad875cf2;51200381883b2514;1675078742873729078;1675078742877509079;3780;"{""log"":""19:39:02.874 INFO  o.c.OrderOtherController#103 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: 5c4eea48ad875cf2 [getOrderById][Get Order By Id][Order Id: afd3ace1-75bd-42bb-b899-49b7fc57554a]\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.874662187Z""}"
b834ee441b560867;a7b70a1833e94956;1675078742879557607;1675078742885536060;5978;"{""log"":""19:39:02.885 INFO  o.s.OrderOtherServiceImpl#342 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: b834ee441b560867 [modifyOrder][Modify order Success][OrderId: afd3ace1-75bd-42bb-b899-49b7fc57554a]\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.885873528Z""}"
b834ee441b560867;a7b70a1833e94956;1675078742879557607;1675078742885536060;5978;"{""log"":""19:39:02.880 INFO  o.c.OrderOtherController#110 TraceID: 8344c6bbb62a68a3eaebf0077ca7f7e5 SpanID: b834ee441b560867 [modifyOrder][Modify Order Status][Order Id: afd3ace1-75bd-42bb-b899-49b7fc57554a]\n"",""stream"":""stdout"",""time"":""2023-01-30T11:39:02.880407672Z""}"
